temperature,humidity,rainfall,soil_type,label
22.06504579840874,92.40950083554989,112.57833886870799,red,apple
21.769624925317682,93.53321260874466,118.81279998372227,alluvial,orange
24.16198013043027,90.99065370911788,41.932188501329684,black,papaya
21.723733008114085,91.04115904304108,106.26207366874408,alluvial,apple
26.678213300056825,59.74032081032479,184.1204825191792,red,coffee
22.79422541504322,62.941152352719996,35.216221672703924,alluvial,lentil
32.122858168164846,53.67979626730903,96.66211514559797,black,mango
21.261545092049698,66.61176700556086,91.61321439597651,red,maize
25.151584942244618,86.45150083300904,40.33938258630933,alluvial,watermelon
24.608312356973734,52.64323555050047,146.9929407074304,red,coffee
20.285425990883347,82.95446471594121,234.2051489473826,clay,rice
25.570548686052707,84.45002670908784,207.03961254812288,alluvial,rice
28.31334443189886,91.15367295103528,22.911964549966243,sandy,muskmelon
26.109875101248882,65.92343841867816,36.40216279282514,alluvial,lentil
28.219099215832383,92.42536454571348,25.408270639715397,alluvial,muskmelon
22.47521382905697,94.48118124573067,120.16769519362654,alluvial,apple
24.30948695506978,22.137160506189367,120.88620471995219,red,kidneybeans
28.98473752007823,95.90426103107892,139.6917327066995,alluvial,coconut
26.86041127481448,82.59823658428388,100.16470447268422,alluvial,banana
28.70676421753415,94.40854484819292,29.419055872604204,sandy,muskmelon
23.920205174107235,55.918526979605765,175.9490747901039,red,coffee
23.68904984478718,21.42365847983298,62.73483537271532,red,kidneybeans
22.83395887636693,66.73682236041758,97.2719737092165,alluvial,maize
32.54959780348747,45.40333852138452,91.52340508256506,red,mango
29.4092422388129,81.66464378562463,66.6653851349727,alluvial,grapes
32.019198220669075,45.54610303213469,104.43690602650969,black,mango
25.80865731459325,80.26439951655638,193.60530318732907,alluvial,jute
27.805796798743792,92.47412975800273,20.861161105063736,sandy,muskmelon
28.426451465225217,66.91727137486512,62.32387966715164,black,blackgram
19.757859876549063,18.803520194654496,71.0045073273443,alluvial,chickpea
35.795554408592366,47.42353695136762,98.26621419008003,red,mango
29.743645991545677,84.34020972708758,42.209079411730585,alluvial,mungbean
24.6094821581655,70.4691804344231,166.47083286872214,alluvial,jute
35.89725514389171,83.0401396072127,65.4876631881314,sandy,grapes
32.40712934405657,52.0086569724388,90.70411605360829,alluvial,mango
24.994137257706665,18.289272233163338,147.94567657991854,red,kidneybeans
33.581664732616744,93.54382816172827,92.27814020734328,alluvial,papaya
27.489825423917388,90.527568232006,183.44461078992606,alluvial,papaya
26.58052443970448,94.24492832676535,160.9324224358223,sandy,coconut
18.233031937062606,90.2110023429065,109.92590251001279,red,orange
18.820880596327203,14.069723239448603,67.17340663383676,alluvial,chickpea
28.09610052465196,94.20807729878908,25.54620491211145,sandy,muskmelon
33.859908524827595,50.917169688924005,88.84046738272689,alluvial,mango
23.670314961224484,21.47205245143436,99.47538772706315,red,kidneybeans
32.676933781553586,49.556495494398774,94.64034679553865,red,mango
26.904282344127616,75.13663149134118,172.80636044733166,alluvial,jute
30.427861946375078,63.230701340796344,48.22962125374049,red,mothbeans
15.851444375437477,90.24890500761522,105.37000152394991,red,orange
19.51767678737229,21.519650779052846,75.12127869703771,red,kidneybeans
30.05706593345577,61.916566384635765,133.55675199287003,sandy,pigeonpeas
25.560849779669436,57.20284228277876,154.5280026021072,red,coffee
19.328681840705094,16.07529834171774,83.62746553302432,alluvial,chickpea
39.33543181627442,92.50179180192195,115.07779896971975,alluvial,papaya
27.614177752318334,92.19335848401525,204.2203833747277,alluvial,papaya
18.460997265377856,23.85366120515949,117.68748696107988,alluvial,kidneybeans
31.544203061251253,52.68747131362513,86.23893037157976,red,mango
27.640619846937188,67.51254783560233,69.54561422300061,black,blackgram
18.023786103790073,81.41819283531443,70.64594081290322,alluvial,grapes
24.856612585568698,83.61232227260386,66.18739392739445,black,cotton
15.195596036470896,92.52035039874212,110.89763372058786,alluvial,orange
24.078007419059926,79.50536539067076,60.46579598012385,black,cotton
28.943160163261837,90.14649721551709,26.181029655616967,sandy,muskmelon
34.305364009986114,62.76254055446624,149.48731304840987,sandy,pigeonpeas
25.402835186308522,73.99599826583848,96.28597541941801,alluvial,maize
32.892928483196854,62.46236665344597,73.70682665809889,black,blackgram
25.580166499942877,86.16290748354145,40.89721115255434,sandy,watermelon
29.80708309821025,81.79162568319563,108.9412793293013,clay,banana
25.769708669273186,59.01164985632235,139.26963109580387,alluvial,coffee
23.03701008974361,79.21132015124512,174.41674565021674,clay,jute
20.46917680383921,18.250177860290208,90.11039985091017,alluvial,chickpea
20.223180893916798,93.30984919725317,109.29709561626541,red,orange
28.399488583972584,94.74327040451496,75.64928462349853,alluvial,papaya
25.274804962418443,88.01825899875516,49.32749189009097,sandy,watermelon
20.180608565515133,64.4055877339774,169.50957335293322,sandy,pigeonpeas
21.391199378155004,23.207509767120133,100.92658700704732,alluvial,kidneybeans
29.70436840507455,56.659635339455164,73.47213773079048,sandy,mothbeans
25.983440986564116,77.37483305169384,98.99692778983609,clay,banana
20.291765892873876,68.63005444447859,98.01139299448432,black,maize
21.538953653866027,92.89036051006207,123.94948383122227,alluvial,apple
25.291391891150354,92.82873653275573,114.29404632764515,alluvial,orange
26.01237405501825,64.11313505571425,91.00662989007684,red,maize
27.068058066302257,91.72914285154798,115.14664331472197,black,papaya
29.321153011307786,94.64582764439245,204.43682043039905,sandy,coconut
24.92895165636915,75.87772914123441,86.7272264783162,black,cotton
27.970573841211113,90.91906444740907,25.769361233448397,alluvial,muskmelon
27.003189167266108,61.36843710682042,44.16647189175151,alluvial,lentil
14.471026712694984,94.50958053918941,107.94373772634258,red,orange
22.130431883322636,92.6677721677679,100.00602511712836,red,apple
39.104388299893856,80.84685748859188,66.44240021118104,alluvial,grapes
17.742102062812485,19.211739007733666,88.29790558375225,sandy,chickpea
24.37732693570638,80.93610544446415,66.56739856225435,clay,cotton
24.19978710620993,94.46887093880973,151.25990198471135,alluvial,papaya
35.869018094535605,83.9974012018888,67.11431257998912,alluvial,grapes
28.224280217148635,93.73938713603775,225.09413518658343,alluvial,coconut
29.01861500579424,80.81149178536239,58.83577704424289,alluvial,mungbean
20.073093655458074,16.506600693004003,77.6407100683121,sandy,chickpea
19.85852865876661,90.00642212763401,102.40318517471243,alluvial,orange
24.807039984880422,83.33299859870525,49.83856048078259,sandy,watermelon
24.437781189309113,81.43552122987417,63.520241100458094,black,cotton
21.238958362916385,21.16224878346991,98.34750455013344,alluvial,kidneybeans
25.33853658350167,84.48085487283076,49.75800390558604,sandy,watermelon
28.35076273842867,89.57581015083818,45.57684762341843,sandy,mungbean
22.984688559611886,74.38605071238197,86.15489220850745,red,maize
27.691249986352048,80.01473822086311,53.504275058111915,alluvial,mungbean
24.408512935872793,86.26802630064844,47.17485021085777,sandy,watermelon
30.202769203225085,46.78523451116786,52.351294026807594,red,mothbeans
29.2678423495489,45.661027927113174,135.38840249334862,alluvial,pigeonpeas
21.69296603630316,80.4655138390295,251.77726063626613,clay,rice
24.072782606650012,62.681101120219665,179.67577520170542,red,coffee
24.610886820061168,48.014039156216505,172.37089706596373,sandy,pigeonpeas
33.63419172560975,45.367129434830666,94.49538012087302,red,mango
22.076173637097167,82.3245462913373,97.32452884674612,clay,cotton
29.404475802723763,75.49605908349483,97.71188076567626,alluvial,banana
27.23985846656295,57.353160921182166,165.2431073455272,red,coffee
26.28626844420696,45.08057727715218,64.28091861199638,sandy,mothbeans
29.699364577257597,49.743086648684304,88.36040104385357,red,mango
29.851510684767405,91.9180452017758,24.243720260536346,sandy,muskmelon
18.67890926770449,17.831155685984513,76.92783193888383,alluvial,chickpea
36.461127203734726,94.50629603898281,74.42325502985842,black,papaya
21.862207601536447,92.78939591788942,107.60768979552161,alluvial,apple
29.15536184196765,88.62640471149179,40.30213468578696,alluvial,mungbean
20.068753155724508,16.411585481655454,79.39626860911727,sandy,chickpea
26.841407552177458,57.24077804336105,79.89277995228709,red,maize
23.509998906687944,71.86060749481791,179.46336693783334,clay,jute
25.969151792752225,86.66407304694918,45.70808136926845,alluvial,watermelon
25.593722199152424,62.25537506590436,42.93343184095109,red,mothbeans
28.55461719654756,90.18764328765901,25.69230212091448,sandy,muskmelon
27.891872370922002,80.92066986082476,50.377070091609156,alluvial,mungbean
26.41866599481195,46.48337243292736,38.75807265171924,sandy,mothbeans
29.051516495616664,91.35038136680548,176.86516369963852,sandy,coconut
29.74624860440011,93.80967187871549,25.05115555744006,alluvial,muskmelon
28.5492466087701,60.41591481582166,60.47615648059483,black,blackgram
33.30987828627843,49.10731543491012,95.0927457595487,red,mango
16.811493495346802,22.086707123789896,76.32945129260642,red,kidneybeans
22.582153616101923,90.23401370922008,103.40158937979469,alluvial,pomegranate
29.540259452296866,43.360878235203046,43.47280147672566,sandy,mothbeans
27.646350269253574,65.29575155835094,72.22409592810808,black,blackgram
28.27173978038211,43.55342809483644,30.526797482890682,red,mothbeans
26.688739983674235,94.18449497175457,180.8538891497708,sandy,coconut
15.570868560893148,21.187017168006193,144.29451230654655,alluvial,kidneybeans
29.24850842868087,67.26270811106828,67.60589470108077,alluvial,blackgram
24.22476754182978,64.59399254893442,183.9363068692259,alluvial,coffee
24.616439390971827,74.43002101707705,175.60116945543797,clay,jute
29.571087084991735,92.07553588427466,20.89339902291867,sandy,muskmelon
13.963005850685235,92.43733917731987,107.28242113683011,alluvial,orange
26.039492031084855,90.11716477683694,108.60351816888627,alluvial,orange
26.958506047897412,41.30887550468681,64.54054328330632,sandy,mothbeans
25.389380166876656,66.69695702264522,69.29289300054455,alluvial,blackgram
30.054869220957613,92.8034724068784,59.96187273483853,alluvial,papaya
23.119877236882658,56.260507094031624,184.68879253979543,alluvial,coffee
31.559287793642813,83.9494738892488,67.25161024215932,alluvial,grapes
23.428967872680545,80.77053341713544,73.69062371158985,black,cotton
18.72210371095478,65.49022779140509,80.51984134948307,red,maize
22.702926755326907,66.27447322924182,38.86870685912965,clay,lentil
28.213975352531545,81.00945484537719,110.88239584701117,alluvial,banana
20.57639681471654,15.379727635346518,71.3931411207525,alluvial,chickpea
24.461180657592198,48.561199470867834,42.16114614588525,red,mothbeans
18.947272835358667,63.98518322889364,40.22097052469696,clay,lentil
26.7283339467674,84.52675320978032,195.6632907831437,clay,rice
32.02354065501397,48.470023354122,103.65735380253267,red,mango
11.339413990185198,90.70249504897758,112.45098792426228,red,orange
42.74377652931407,94.4603717554681,152.45960237805235,black,papaya
24.29725465550232,84.32329076355222,156.7709424908914,alluvial,jute
24.70855939670844,63.673990914492414,116.67307330742017,alluvial,coffee
21.850917100808612,89.10788809999612,107.3446611404805,alluvial,pomegranate
23.139702695060187,21.691316629386066,87.56282587079505,alluvial,kidneybeans
23.031902059006978,93.51314788218959,123.89950147065181,red,apple
19.683408163912727,38.824478108448446,155.80478234701127,alluvial,pigeonpeas
23.648374438530155,75.35612150272841,79.91905210349573,black,cotton
25.097514440283017,81.83891566359627,230.58446644748636,clay,rice
21.91220797358861,81.31751707720831,71.93377538518853,sandy,grapes
28.349411972113288,93.78178027371817,27.941345617322725,alluvial,muskmelon
25.1454973066272,84.01740465192424,202.56276580570452,alluvial,rice
22.41211784194781,90.78685791674955,100.7767032561114,red,apple
26.506783340681146,59.72331179440018,70.13424651648306,sandy,mothbeans
29.70582059024745,88.0669351969474,59.63660166629942,alluvial,mungbean
12.116218839615724,90.59635836019872,104.49164765307802,alluvial,orange
27.69665569480767,83.55600244325866,70.69304984412202,alluvial,grapes
28.61048134533315,94.85609955942748,108.76067313395293,alluvial,orange
22.64787021570377,60.59548669950996,35.38310971102506,clay,lentil
24.637511232987734,64.04435881779614,71.2302411469991,red,maize
17.66993032903628,14.627407042006402,84.0929074863091,alluvial,chickpea
27.390953964273873,91.72813518518079,28.07702369044057,alluvial,muskmelon
23.048451888067184,78.4304400579301,76.42801602346172,black,cotton
20.2516338366706,22.254277570334594,69.61892307852695,red,kidneybeans
27.467077793267798,91.12832291526027,22.117981498815027,alluvial,muskmelon
21.876677057949077,52.20339797209145,170.63784256326423,alluvial,pigeonpeas
18.74170152827067,60.83124475300241,38.25581978412459,alluvial,lentil
25.138168554022915,66.64980009419729,35.64886892094374,clay,lentil
22.961982664260745,93.09292574536057,107.746177918832,red,apple
10.564214580059428,90.56429072356381,112.18935526733245,red,orange
20.83905757133578,81.68807585701813,255.43277631300154,alluvial,rice
22.560179248536915,78.22080575316267,83.14341394371799,clay,cotton
19.50583556158981,66.95494277698572,39.73866649813297,clay,lentil
29.366957289546097,93.94990270549033,163.5008569957696,sandy,coconut
28.556102983141784,81.7936468201221,59.29623708983386,alluvial,mungbean
8.90468444664126,82.94091407240639,71.25649912941454,sandy,grapes
25.188510570275604,70.81570026871036,165.7504137594887,alluvial,jute
27.189082412877248,45.34431308573315,93.91651099654032,alluvial,mango
20.49398123180301,83.21209639103158,182.12090484332975,alluvial,rice
26.07667947809435,77.37124938055427,198.0005940409563,alluvial,jute
29.802098973391917,93.83175640278695,26.579499112045923,alluvial,muskmelon
24.04530615965271,67.36256480915792,77.90813590164203,red,maize
27.80766374655884,68.37358578152393,36.90721842546007,alluvial,lentil
28.7482793311994,62.67558483853194,39.59987507926481,alluvial,lentil
16.63523872585023,20.346489219910566,147.24710901017588,red,kidneybeans
35.155004908647754,64.09055497564725,163.45851515490472,sandy,pigeonpeas
18.557182456167908,15.7321624206242,75.67018149394848,sandy,chickpea
31.541327370278736,67.11302339152007,68.68210131767911,alluvial,blackgram
28.528526619672604,92.72874839889718,23.59423826830817,alluvial,muskmelon
22.552998109960193,67.22908470869295,60.90550919104203,red,maize
23.289884735991844,90.68251506041791,105.71676878461508,alluvial,apple
24.877855202148872,18.8186385153404,122.56300986428344,red,kidneybeans
18.774740682501243,81.06717819773533,70.05925800146395,sandy,grapes
26.751361853346637,94.52182939360108,143.35155513528196,sandy,coconut
27.7959784126664,86.01553879299824,43.117437892942334,alluvial,mungbean
23.514249577450958,19.251063086144015,143.75356931795247,red,kidneybeans
27.852978523122896,90.98117140843928,113.80150708377596,red,orange
31.494613173842918,42.574004527349935,141.82846888260963,alluvial,pigeonpeas
21.212413089370106,82.16925824618987,211.88037875178986,alluvial,rice
25.904528029066746,85.33055290094711,52.63088757352321,sandy,watermelon
25.10305017628691,83.85635173342973,185.92357213872722,alluvial,rice
26.044995555259643,55.76423936896212,128.62626835882335,alluvial,coffee
21.180170052234477,66.67312223701744,63.88673184824924,red,maize
33.68132943380804,47.28331252368611,86.16915974473754,red,mango
28.850350823557623,87.42881493667939,53.710017440496614,alluvial,mungbean
29.167617856381767,37.37905012534557,129.84589858175173,sandy,pigeonpeas
33.23618019922291,52.331603781367996,104.90843025850913,alluvial,mango
21.937274298213563,73.08317388987497,77.41277335116501,black,maize
29.537907894889344,66.01081116030733,53.664101755186124,alluvial,lentil
19.789885846677134,18.080844630561803,83.55834134645553,alluvial,chickpea
31.04125390337188,45.39351697941135,60.50159401395199,red,mothbeans
32.45882444053378,31.412454197609563,172.03071610043554,sandy,pigeonpeas
29.356384940605786,91.92581632458528,139.7618760535149,alluvial,coconut
25.949171972198776,54.01232742249305,139.4230783243502,red,coffee
28.985580936645018,91.77764898576004,28.088585390335652,sandy,muskmelon
25.53070813936544,89.52027851197589,165.53004856976648,alluvial,jute
21.235608728378395,91.78202367924833,118.69129561412444,alluvial,apple
26.28785160478632,56.22155919709728,73.84388240736018,red,maize
30.02234728177381,51.15069754014698,103.53815124291728,alluvial,mango
26.592599678905735,66.35621546299735,47.45379081899595,clay,lentil
24.88166427636937,80.11536194234792,97.74260868627908,black,cotton
23.536766607135,84.1322873305387,205.60396808244894,alluvial,rice
23.98675371897599,83.90637899248769,170.47239688136546,alluvial,jute
19.9030320629689,61.54994704355829,65.98810659096256,red,maize
20.251595916577195,82.3279900906623,223.41157077660614,alluvial,rice
18.26439516942229,86.8527685033354,108.11905166412517,red,pomegranate
25.70855706647047,92.34230618543543,165.64427589616395,alluvial,papaya
25.11101406493925,93.03723851631825,222.10694862995814,sandy,coconut
32.843187350161486,94.164970692765,105.95141432881631,alluvial,orange
28.266975288209757,92.60931147666089,101.48352391188624,red,orange
29.22790796904507,91.3988346544352,25.649526076524733,sandy,muskmelon
20.68339139126275,17.69990188712443,88.89611872928529,sandy,chickpea
27.250476342954297,90.22134451029497,194.07102247272215,alluvial,coconut
15.577805609963667,22.170211373151318,148.53110327370723,alluvial,kidneybeans
22.749309981776697,74.85929592238601,63.68982823676994,red,maize
26.74415953729315,78.74824924349997,108.63991872467122,clay,banana
38.691717546860325,91.55851660746406,104.31024149796409,black,papaya
20.884232980661473,19.665598934680602,79.22642649972391,sandy,chickpea
22.459327161425623,93.69269519737954,121.67138032567665,red,apple
16.775659867896103,81.85594166976152,66.33284258082173,sandy,grapes
31.964298070361075,65.61716876945464,62.57540861558174,alluvial,blackgram
20.1194039555734,14.237712952090142,79.41520841773487,alluvial,chickpea
27.737550326636303,62.25614468931358,140.5163865356654,sandy,pigeonpeas
29.490608653037285,93.32006114033801,23.38367865925216,alluvial,muskmelon
20.54391099294475,17.695179129093827,71.98878424260901,sandy,chickpea
26.61155584161854,53.80913994060092,152.583271739589,alluvial,coffee
29.296640251547583,80.00011634755366,45.997579883575014,sandy,mungbean
23.639248684967335,64.77984126312488,148.7354781491181,alluvial,coffee
28.61823223386505,61.6394286406138,74.13327046125431,red,mothbeans
25.629250112051835,89.36163041550996,50.2703573348354,alluvial,watermelon
21.24207680645806,83.7530737582043,244.54677914138114,alluvial,rice
23.200258108373177,87.472676452694,153.77772468813848,clay,jute
29.50747778373155,83.32191033115605,52.64683337937109,alluvial,mungbean
23.129007163841848,70.24917371481381,103.83828183808748,alluvial,maize
21.029438503745286,57.68829353877948,63.168748523638385,red,maize
21.483871355457804,94.3593724824856,110.08376030941292,red,pomegranate
26.337673834934847,80.45643338393067,205.5450910072332,alluvial,rice
18.33001913058198,22.016921731189143,149.47254250990508,red,kidneybeans
28.925203191895676,86.71479148667207,51.174771687303355,sandy,mungbean
22.93436986659055,63.62165633369381,52.691737764592276,alluvial,lentil
20.558390140809735,90.48145202728023,102.61970778844494,red,pomegranate
21.25738285469847,90.45467724956521,123.08059367463072,red,apple
29.349595239895876,87.8037612357098,46.991898216085715,alluvial,mungbean
38.10865932106941,94.2728433201632,93.95998289677868,black,papaya
25.822683632432817,85.54099280395826,43.48996972795911,alluvial,watermelon
22.530801704671177,90.86623918283662,112.42658006408486,alluvial,pomegranate
26.709465637846215,78.05222876680325,194.515127855676,clay,jute
26.1917727570132,81.26253187784094,150.2885330646484,clay,jute
20.516473230248657,19.668392133748462,79.0220453374961,sandy,chickpea
23.455621203606935,61.71417676135357,153.53527024692733,alluvial,pigeonpeas
16.214443398815945,82.72512844212973,72.15984693541724,sandy,grapes
29.868607808231012,45.27758558611583,112.62559884151106,sandy,pigeonpeas
29.113663284082335,84.22728636893932,44.31658003086524,alluvial,mungbean
25.71418936567264,81.41122809249212,197.28148388744984,alluvial,jute
25.44815886652309,99.59235435323822,201.56626520723114,alluvial,coconut
26.260020278639942,61.57135372697614,74.27167238494638,black,blackgram
22.573161524817593,34.86005505203672,111.72175388459311,sandy,pigeonpeas
28.785830523312164,92.69596897063657,29.688146905778044,alluvial,muskmelon
27.570322949351183,87.92595116288383,57.78957105071086,alluvial,mungbean
30.009424382467344,41.77519161333139,33.60810063368565,sandy,mothbeans
22.814405398105293,91.33887157302058,109.09901553684,alluvial,orange
29.225688980876146,88.48425379090524,46.143100728326615,sandy,mungbean
21.46188967450609,88.45480853723446,112.0451782228948,alluvial,pomegranate
23.98743140826016,68.21595822097736,129.8396386974906,alluvial,coffee
29.93447972694149,82.54569361205736,97.45814653839919,alluvial,banana
34.34170842563509,50.973123783307116,92.87271040554884,red,mango
26.494910863335065,59.34978445381906,64.78146668442517,sandy,mothbeans
16.79683108870242,19.425259949543268,147.42555846374756,alluvial,kidneybeans
28.686332647869687,90.0293236394358,20.7850986845361,alluvial,muskmelon
26.269708021172548,93.07084425159447,106.68286044767724,alluvial,orange
25.931035836469533,83.77348477230312,45.16453626519966,alluvial,watermelon
31.454029755462532,49.92537603092979,33.919174505809714,red,mothbeans
25.208889120695385,83.21947641299352,166.14505342889504,alluvial,jute
25.329259018577925,94.3440054790891,113.23803152943857,alluvial,orange
27.194697838615227,92.3286278883375,22.40245018464304,alluvial,muskmelon
24.956508044572317,80.10292247147902,257.59278817295956,alluvial,rice
24.980624978819655,88.46785001869745,56.63883083376104,alluvial,watermelon
23.02361513049481,81.4561457009902,228.94823157779035,alluvial,rice
29.071919603345407,78.82123494459974,93.96806145295446,alluvial,banana
29.02239088660819,82.59904979242833,44.284613003861054,alluvial,mungbean
22.38746445735181,80.56736760620295,253.97548946228503,alluvial,rice
19.78968106898736,15.784094044235305,92.73188586129591,alluvial,chickpea
24.60661250305752,88.98159206365634,188.8592954719805,alluvial,jute
29.114613030130144,88.17128142015585,49.11432758586834,alluvial,mungbean
24.203582079246008,56.14555965716211,58.66060428546345,red,mothbeans
32.23549374726129,52.663472131046525,93.12833073148037,red,mango
21.51827195484326,91.89682799102093,122.77085567474384,red,apple
